,,0,1,2,3,4
1085,1,1,1,1,1,1
1085,28,1,1,1,1,1
1085,67,1,1,1,1,1
1085,79,1,1,1,1,1
1085,165,1,1,1,1,1
1087,15,1,1,1,1,1
1087,18,1,1,1,1,1
1087,24,1,1,1,1,1
1087,32,1,1,1,1,1
1087,59,1,1,1,1,1
1087,60,1,1,1,1,1
1087,68,1,1,1,1,1
1087,80,1,1,1,1,1
1087,97,1,1,1,1,1
1087,110,1,1,1,1,1
1087,111,1,1,1,1,1
1087,120,1,1,1,1,1
1087,130,1,1,1,1,1
1087,180,1,1,1,1,1
1095,8,1,1,1,1,1
1098,15,1,1,1,1,1
1098,18,1,1,1,1,1
1098,24,1,1,1,1,1
1098,32,1,1,1,1,1
1098,59,1,1,1,1,1
1098,60,1,1,1,1,1
1098,68,1,1,1,1,1
1098,80,1,1,1,1,1
1098,97,1,1,1,1,1
1098,110,1,1,1,1,1
1098,111,1,1,1,1,1
1098,120,1,1,1,1,1
1098,130,1,1,1,1,1
1098,180,1,1,1,1,1
1115,1,1,1,1,1,1
1115,28,1,1,1,1,1
1115,67,1,1,1,1,1
1115,79,1,1,1,1,1
1115,165,1,1,1,1,1
1123,0,1,1,1,1,1
1132,51,1,1,1,1,1
1132,65,1,1,1,1,1
1132,74,1,1,1,1,1
1132,83,1,1,1,1,1
1132,109,1,1,1,1,1
1132,131,1,1,1,1,1
1132,133,1,1,1,1,1
1132,168,1,1,1,1,1
1132,178,1,1,1,1,1
1132,186,1,1,1,1,1
1132,194,1,1,1,1,1
1143,36,1,1,1,1,1
1143,90,1,1,1,1,1
1143,94,1,1,1,1,1
1143,106,1,1,1,1,1
1143,148,1,1,1,1,1
1143,152,1,1,1,1,1
1143,154,1,1,1,1,1
1143,181,1,1,1,1,1
1144,87,1,1,1,1,1
1144,93,1,1,1,1,1
1144,107,1,1,1,1,1
1144,137,1,1,1,1,1
1144,170,1,1,1,1,1
1144,185,1,1,1,1,1
1161,63,1,1,1,1,1
1161,76,1,1,1,1,1
1161,108,1,1,1,1,1
1161,138,1,1,1,1,1
1161,139,1,1,1,1,1
1161,171,1,1,1,1,1
1162,21,1,1,1,1,1
1162,122,1,1,1,1,1
1162,123,1,1,1,1,1
1162,149,1,1,1,1,1
1164,21,1,1,1,1,1
1164,122,1,1,1,1,1
1164,123,1,1,1,1,1
1164,149,1,1,1,1,1
1172,2,1,1,1,1,1
1172,13,1,1,1,1,1
1172,81,1,1,1,1,1
1172,84,1,1,1,1,1
1172,164,1,1,1,1,1
1172,167,1,1,1,1,1
1172,184,1,1,1,1,1
1172,193,1,1,1,1,1
1177,20,1,1,1,1,1
1177,57,1,1,1,1,1
1177,62,1,1,1,1,1
1177,77,1,1,1,1,1
1177,86,1,1,1,1,1
1177,100,1,1,1,1,1
1177,117,1,1,1,1,1
1177,146,1,1,1,1,1
1177,155,1,1,1,1,1
1177,176,1,1,1,1,1
1177,183,1,1,1,1,1
1197,41,1,1,1,1,1
1197,43,1,1,1,1,1
1197,48,1,1,1,1,1
1197,49,1,1,1,1,1
1197,88,1,1,1,1,1
1197,160,1,1,1,1,1
1197,166,1,1,1,1,1
1213,15,1,1,1,1,1
1213,18,1,1,1,1,1
1213,24,1,1,1,1,1
1213,32,1,1,1,1,1
1213,59,1,1,1,1,1
1213,60,1,1,1,1,1
1213,68,1,1,1,1,1
1213,80,1,1,1,1,1
1213,97,1,1,1,1,1
1213,110,1,1,1,1,1
1213,111,1,1,1,1,1
1213,120,1,1,1,1,1
1213,130,1,1,1,1,1
1213,180,1,1,1,1,1
1233,63,1,1,1,1,1
1233,76,1,1,1,1,1
1233,108,1,1,1,1,1
1233,138,1,1,1,1,1
1233,139,1,1,1,1,1
1233,171,1,1,1,1,1
1238,15,1,1,1,1,1
1238,18,1,1,1,1,1
1238,24,1,1,1,1,1
1238,32,1,1,1,1,1
1238,59,1,1,1,1,1
1238,60,1,1,1,1,1
1238,68,1,1,1,1,1
1238,80,1,1,1,1,1
1238,97,1,1,1,1,1
1238,110,1,1,1,1,1
1238,111,1,1,1,1,1
1238,120,1,1,1,1,1
1238,130,1,1,1,1,1
1238,180,1,1,1,1,1
1241,2,1,1,1,1,1
1241,13,1,1,1,1,1
1241,81,1,1,1,1,1
1241,84,1,1,1,1,1
1241,164,1,1,1,1,1
1241,167,1,1,1,1,1
1241,184,1,1,1,1,1
1241,193,1,1,1,1,1
1250,51,1,1,1,1,1
1250,65,1,1,1,1,1
1250,74,1,1,1,1,1
1250,83,1,1,1,1,1
1250,109,1,1,1,1,1
1250,131,1,1,1,1,1
1250,133,1,1,1,1,1
1250,168,1,1,1,1,1
1250,178,1,1,1,1,1
1250,186,1,1,1,1,1
1250,194,1,1,1,1,1
1258,15,1,1,1,1,1
1258,18,1,1,1,1,1
1258,24,1,1,1,1,1
1258,32,1,1,1,1,1
1258,59,1,1,1,1,1
1258,60,1,1,1,1,1
1258,68,1,1,1,1,1
1258,80,1,1,1,1,1
1258,97,1,1,1,1,1
1258,110,1,1,1,1,1
1258,111,1,1,1,1,1
1258,120,1,1,1,1,1
1258,130,1,1,1,1,1
1258,180,1,1,1,1,1
1263,66,1,1,1,1,1
1263,70,1,1,1,1,1
1263,99,1,1,1,1,1
1263,119,1,1,1,1,1
1263,121,1,1,1,1,1
1263,129,1,1,1,1,1
1263,140,1,1,1,1,1
1268,2,1,1,1,1,1
1268,13,1,1,1,1,1
1268,81,1,1,1,1,1
1268,84,1,1,1,1,1
1268,164,1,1,1,1,1
1268,167,1,1,1,1,1
1268,184,1,1,1,1,1
1268,193,1,1,1,1,1
1272,41,1,1,1,1,1
1272,43,1,1,1,1,1
1272,48,1,1,1,1,1
1272,49,1,1,1,1,1
1272,88,1,1,1,1,1
1272,160,1,1,1,1,1
1272,166,1,1,1,1,1
1277,33,1,1,1,1,1
1277,47,1,1,1,1,1
1277,55,1,1,1,1,1
1277,75,1,1,1,1,1
1277,82,1,1,1,1,1
1277,115,1,1,1,1,1
1277,116,1,1,1,1,1
1277,124,1,1,1,1,1
1277,142,1,1,1,1,1
1277,145,1,1,1,1,1
1277,147,1,1,1,1,1
1277,162,1,1,1,1,1
1277,169,1,1,1,1,1
1288,20,1,1,1,1,1
1288,57,1,1,1,1,1
1288,62,1,1,1,1,1
1288,77,1,1,1,1,1
1288,86,1,1,1,1,1
1288,100,1,1,1,1,1
1288,117,1,1,1,1,1
1288,146,1,1,1,1,1
1288,155,1,1,1,1,1
1288,176,1,1,1,1,1
1288,183,1,1,1,1,1
1290,33,1,1,1,1,1
1290,47,1,1,1,1,1
1290,55,1,1,1,1,1
1290,75,1,1,1,1,1
1290,82,1,1,1,1,1
1290,115,1,1,1,1,1
1290,116,1,1,1,1,1
1290,124,1,1,1,1,1
1290,142,1,1,1,1,1
1290,145,1,1,1,1,1
1290,147,1,1,1,1,1
1290,162,1,1,1,1,1
1290,169,1,1,1,1,1
1291,87,1,1,1,1,1
1291,93,1,1,1,1,1
1291,107,1,1,1,1,1
1291,137,1,1,1,1,1
1291,170,1,1,1,1,1
1291,185,1,1,1,1,1
1301,4,1,1,1,1,1
1301,53,1,1,1,1,1
1301,105,1,1,1,1,1
1301,156,1,1,1,1,1
1301,157,1,1,1,1,1
1301,187,1,1,1,1,1
1308,66,1,1,1,1,1
1308,70,1,1,1,1,1
1308,99,1,1,1,1,1
1308,119,1,1,1,1,1
1308,121,1,1,1,1,1
1308,129,1,1,1,1,1
1308,140,1,1,1,1,1
1326,41,1,1,1,1,1
1326,43,1,1,1,1,1
1326,48,1,1,1,1,1
1326,49,1,1,1,1,1
1326,88,1,1,1,1,1
1326,160,1,1,1,1,1
1326,166,1,1,1,1,1
1333,33,1,1,1,1,1
1333,47,1,1,1,1,1
1333,55,1,1,1,1,1
1333,75,1,1,1,1,1
1333,82,1,1,1,1,1
1333,115,1,1,1,1,1
1333,116,1,1,1,1,1
1333,124,1,1,1,1,1
1333,142,1,1,1,1,1
1333,145,1,1,1,1,1
1333,147,1,1,1,1,1
1333,162,1,1,1,1,1
1333,169,1,1,1,1,1
1335,2,1,1,1,1,1
1335,13,1,1,1,1,1
1335,81,1,1,1,1,1
1335,84,1,1,1,1,1
1335,164,1,1,1,1,1
1335,167,1,1,1,1,1
1335,184,1,1,1,1,1
1335,193,1,1,1,1,1
1344,15,1,1,1,1,1
1344,18,1,1,1,1,1
1344,24,1,1,1,1,1
1344,32,1,1,1,1,1
1344,59,1,1,1,1,1
1344,60,1,1,1,1,1
1344,68,1,1,1,1,1
1344,80,1,1,1,1,1
1344,97,1,1,1,1,1
1344,110,1,1,1,1,1
1344,111,1,1,1,1,1
1344,120,1,1,1,1,1
1344,130,1,1,1,1,1
1344,180,1,1,1,1,1
1345,21,1,1,1,1,1
1345,122,1,1,1,1,1
1345,123,1,1,1,1,1
1345,149,1,1,1,1,1
1346,40,1,1,1,1,1
1346,50,1,1,1,1,1
1352,36,1,1,1,1,1
1352,90,1,1,1,1,1
1352,94,1,1,1,1,1
1352,106,1,1,1,1,1
1352,148,1,1,1,1,1
1352,152,1,1,1,1,1
1352,154,1,1,1,1,1
1352,181,1,1,1,1,1
1364,36,1,1,1,1,1
1364,90,1,1,1,1,1
1364,94,1,1,1,1,1
1364,106,1,1,1,1,1
1364,148,1,1,1,1,1
1364,152,1,1,1,1,1
1364,154,1,1,1,1,1
1364,181,1,1,1,1,1
1383,2,1,1,1,1,1
1383,13,1,1,1,1,1
1383,81,1,1,1,1,1
1383,84,1,1,1,1,1
1383,164,1,1,1,1,1
1383,167,1,1,1,1,1
1383,184,1,1,1,1,1
1383,193,1,1,1,1,1
1393,1,1,1,1,1,1
1393,28,1,1,1,1,1
1393,67,1,1,1,1,1
1393,79,1,1,1,1,1
1393,165,1,1,1,1,1
1394,2,1,1,1,1,1
1394,13,1,1,1,1,1
1394,81,1,1,1,1,1
1394,84,1,1,1,1,1
1394,164,1,1,1,1,1
1394,167,1,1,1,1,1
1394,184,1,1,1,1,1
1394,193,1,1,1,1,1
1408,33,1,1,1,1,1
1408,47,1,1,1,1,1
1408,55,1,1,1,1,1
1408,75,1,1,1,1,1
1408,82,1,1,1,1,1
1408,115,1,1,1,1,1
1408,116,1,1,1,1,1
1408,124,1,1,1,1,1
1408,142,1,1,1,1,1
1408,145,1,1,1,1,1
1408,147,1,1,1,1,1
1408,162,1,1,1,1,1
1408,169,1,1,1,1,1
1414,87,1,1,1,1,1
1414,93,1,1,1,1,1
1414,107,1,1,1,1,1
1414,137,1,1,1,1,1
1414,170,1,1,1,1,1
1414,185,1,1,1,1,1
1425,113,1,1,1,1,1
1428,33,1,1,1,1,1
1428,47,1,1,1,1,1
1428,55,1,1,1,1,1
1428,75,1,1,1,1,1
1428,82,1,1,1,1,1
1428,115,1,1,1,1,1
1428,116,1,1,1,1,1
1428,124,1,1,1,1,1
1428,142,1,1,1,1,1
1428,145,1,1,1,1,1
1428,147,1,1,1,1,1
1428,162,1,1,1,1,1
1428,169,1,1,1,1,1
1438,33,1,1,1,1,1
1438,47,1,1,1,1,1
1438,55,1,1,1,1,1
1438,75,1,1,1,1,1
1438,82,1,1,1,1,1
1438,115,1,1,1,1,1
1438,116,1,1,1,1,1
1438,124,1,1,1,1,1
1438,142,1,1,1,1,1
1438,145,1,1,1,1,1
1438,147,1,1,1,1,1
1438,162,1,1,1,1,1
1438,169,1,1,1,1,1
1446,51,1,1,1,1,1
1446,65,1,1,1,1,1
1446,74,1,1,1,1,1
1446,83,1,1,1,1,1
1446,109,1,1,1,1,1
1446,131,1,1,1,1,1
1446,133,1,1,1,1,1
1446,168,1,1,1,1,1
1446,178,1,1,1,1,1
1446,186,1,1,1,1,1
1446,194,1,1,1,1,1
1447,51,1,1,1,1,1
1447,65,1,1,1,1,1
1447,74,1,1,1,1,1
1447,83,1,1,1,1,1
1447,109,1,1,1,1,1
1447,131,1,1,1,1,1
1447,133,1,1,1,1,1
1447,168,1,1,1,1,1
1447,178,1,1,1,1,1
1447,186,1,1,1,1,1
1447,194,1,1,1,1,1
1454,15,1,1,1,1,1
1454,18,1,1,1,1,1
1454,24,1,1,1,1,1
1454,32,1,1,1,1,1
1454,59,1,1,1,1,1
1454,60,1,1,1,1,1
1454,68,1,1,1,1,1
1454,80,1,1,1,1,1
1454,97,1,1,1,1,1
1454,110,1,1,1,1,1
1454,111,1,1,1,1,1
1454,120,1,1,1,1,1
1454,130,1,1,1,1,1
1454,180,1,1,1,1,1
1460,66,1,1,1,1,1
1460,70,1,1,1,1,1
1460,99,1,1,1,1,1
1460,119,1,1,1,1,1
1460,121,1,1,1,1,1
1460,129,1,1,1,1,1
1460,140,1,1,1,1,1
1472,33,1,1,1,1,1
1472,47,1,1,1,1,1
1472,55,1,1,1,1,1
1472,75,1,1,1,1,1
1472,82,1,1,1,1,1
1472,115,1,1,1,1,1
1472,116,1,1,1,1,1
1472,124,1,1,1,1,1
1472,142,1,1,1,1,1
1472,145,1,1,1,1,1
1472,147,1,1,1,1,1
1472,162,1,1,1,1,1
1472,169,1,1,1,1,1
1475,15,1,1,1,1,1
1475,18,1,1,1,1,1
1475,24,1,1,1,1,1
1475,32,1,1,1,1,1
1475,59,1,1,1,1,1
1475,60,1,1,1,1,1
1475,68,1,1,1,1,1
1475,80,1,1,1,1,1
1475,97,1,1,1,1,1
1475,110,1,1,1,1,1
1475,111,1,1,1,1,1
1475,120,1,1,1,1,1
1475,130,1,1,1,1,1
1475,180,1,1,1,1,1
